Service Name,Service URL,Service Key Features,Service Categories,Service Description
Aglaia Software,www.aglaiasoftware.com,"Digital publishing Software
online magazine software
Convert pdf to turn-page publication
Digital Catalog
Digital Newspaper
eCatalog
Digital Magazine
cloud based digital publishing software
PDF to interactive  digital publication
PDF to flipbook",Publishing Software,"Aglaia Software Incorporated is the global leader in digital publishing solutions. Our tools and services enable our customers to create groundbreaking digital publications, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.We help our customers make, manage, measure and monetize their digital publications across every channel and screen. Our mission is to give life to your contents . At Aglaia Software our expert team empowering businessmen , marketers, publishers, professionals, educators and corporations with the tools to produce page flipping experiences such as digital flipping magazines, flyers, catalogs, brochures, corporate documents, textbooks, and newspapers that can be distributed and tracked on any web enabled and leading computer & mobile device. ePageView is for anyone that wants to convert their ready for print pdf file into a dynamic and interactive online digital publication.Whether you are a large publisher, a small manufacturing business, a school or university, or a chamber of commerce, ePageView by Aglaia Software Inc. provides a wonderful solution for the internet dissemination of any collateral you create"
ePaperFlip,www.epaperflip.com,,Publishing Software,
Klopotek,www.klopotek.com,,Publishing Software,
Author-it,www.author-it.com,,Publishing Software,
BlueToad,www.bluetoadpublishing...,,Publishing Software,
eZ Systems,www.ez.no,,Publishing Software,
Feathercap,www.feathercap.net,,Publishing Software,
FlippingBook,www.flippingbook.com,,Publishing Software,
InboundWriter,www.inboundwriter.com,,Publishing Software,
Inkling,www.inkling.com,,Publishing Software,
Issuu,www.issuu.com,,Publishing Software,
Media Services Group,www.msgl.com,,Publishing Software,
Mirabel Technologies,www.magazinemanager.com,,Publishing Software,
MPS Technologies,www.mpstechnologies.com,,Publishing Software,
PageTiger,www.pagetiger.com,,Publishing Software,
Press Publisher,www.presspublisher.com,,Publishing Software,
Pressmart,www.pressmart.com,,Publishing Software,
Publishing at Work,www.publishingatwork.com,,Publishing Software,
Publishing Technology,www.publishingtechnolog..,,Publishing Software,
Pubsoft,www.pubsoft.com,,Publishing Software,
Q1Media,www.q1media.com,,Publishing Software,
Reedsy,www.reedsy.com,,Publishing Software,
RSI Content Solutions,www.rsicms.com,,Publishing Software,
Sharethrough,www.sharethrough.com,,Publishing Software,
SocialFlow,www.socialflow.com,,Publishing Software,
Superior Media Solutions ,www.superiormediasoluti..,,Publishing Software,
Tinypass,www.tinypass.com,,Publishing Software,
TownNews.com,www.townnews365.com,,Publishing Software,
Virtusales,www.virtusales.com,,Publishing Software,
Woto,www.woto.com,,Publishing Software,
Wrap,www.wrap.co,,Publishing Software,
Zmags,www.zmags.com,,Publishing Software,
Procurify,www.procurify.com/,"Beautiful User Experience
No Installation
Free Training
Easy Integrations
No Contracts or Hidden Fees
Mobile iOS and Android Apps
Unlimited Data Exports
Real-time Reporting",Purchasing Software,"Procurify is building the worlds most beautiful, simple, and powerful purchasing platform.An interconnected ecosystem where you can request, approve, and purchase seamlessly from any device. Purchasing in Real-TimeCreate, Track, and Report all your Requisitions, Purchase Orders, and Expenses in Real-Time, at the office or on the go. Control Spending As it HappensBe proactive instead of reactive. Accurately stay on top of your budgets before making decisions with instant analytic reports. Streamlined Purchasing PlatformRequest, Approve, Purchase, online, on your phone, from anywhere, instantly. Procurify makes procurement fun! Additionally, we include budget management tools, tracking & reporting tools, free training, easy integrations, free mobile companion app."
Purchase Control,www.purchasecontrol.com,,Purchasing Software,
Rubberstamp,www.rubberstamp.io/,"User-friendly, even for technophobes
Faster approval than with paper systems
Instant view of the budgets
Smartphone-friendly, perfect for mobile
Free, extensive support
Access from any device
So easy that the team actually use it
Simple reports that take seconds
All data is exportable
Free 14-day trial",Purchasing Software,"Rubberstamp.io is smartphone-friendly for faster PO approval, easy to use (even for the not-so-tech-savvy), and eliminates the hassle of walking a PO into multiple offices for approval. Imagine your current purchase order system, minus all the frustrating parts. Thats how we created Rubberstamp.io, a user-friendly and time-saving way to manage purchase orders. Managers love it because they can easily approve POs and get an instant view of the budget, even while on the road. And finance departments love it because they get the accurate, paperless PO tracking system of their dreams. Take it on a free, 14-day test drive."
Tradogram,www.tradogram.com,"Requisitions
Contracts
Track Deliveries
Supplier Management 
Approval Routing
Invoice Reconciliation 
Purchase Orders
Strategic Sourcing  (Negotiations) 
Accounts Payable 
Spend Analysis ",Purchasing Software,
20/20 vision,www.2020vision.eu,,Purchasing Software,
Azeus Systems Limited,www.azeus.com,,Purchasing Software,
b-pack,www.b-pack.com,,Purchasing Software,
Bellwether Software,www.bellwethercorp.com,,Purchasing Software,
Coupa,www.coupa.com,,Purchasing Software,
Deskera,www.deskera.com,,Purchasing Software,
Digital Purchase Order,www.digitalpurchaseorde..,"Access to system through mobile apps
Customize complete approval chain
Intuitive and simple interface
24/7 view options instantly updated
Easy amendments of POs
SSL Security certificate for all data
Individual PDF reports
Export options into CSV file
System immediately available",Purchasing Software,Digital Purchase Order (DPO) is a cloud-based procure- ment system allowing to control and approve expenses in the most simple and efficient way. The software is a stand-alone solution and can be used via mobile apps as well as on the desktop computer. The simplicity of the interface in combination with the complexity of the background structure is the main USP. DPO has been released in 2013 and runs successfully in various indus- tries. Amongst others Steven Spielberg is shooting his latest movie with DPO. Last but not least the product has also been awarded at the worlds largest computer expo Cebit as Best IT Innovation in 2013 and 2014.
eRequester,www.erequester.com,,Purchasing Software,
ESM Solutions,www.esmsolutions.com,,Purchasing Software,
Magnetized Markets,www.magnetizedmarkets.com,,Purchasing Software,
Noosh,www.noosh.com,,Purchasing Software,
Paramount Technologies,www.paramounttechnologi..,,Purchasing Software,
Piper,www.piperup.com,,Purchasing Software,
Quotiply,www.quotiply.com,,Purchasing Software,
Verian,www.verian.com,,Purchasing Software,
Vroozi,www.vroozi.com,,Purchasing Software,
W.W Grainger,www.grainger.com,,Purchasing Software,
ComplianceQuest,www.compliancequest.com,"Audit Management
CAPA/8D Management
Calibration Management
Change Management
Document Control
Nonconformance Management
Supplier Management
Training Management
Material Compliance Management
Customer Complaints/Regulatory Reporting",Quality Management,"Cloud based quality & compliance Management (QMS) platform that streamlines quality, compliance, content and collaboration management across diverse, globally-based supply chain networks, using the worlds most proven enterprise cloud platform from Salesforce. ComplianceQuest accelerates manufacturers and distributors to accomplishing their most challenging quality, compliance and supplier management goals."
IQS,www.iqs.com,Quality Management & Compliance Software,Quality Management,"Founded in 1988, IQS, Inc. has continuously searched for the best technology to assist its customers in successfully managing and improving their business and performance in todays competitive market. IQS offers a flexible, integrated, web-base software system that empowers clients to increase their profitability and competitiveness, achieving industry registration faster and at a lower cost to the client. IQS helps customers reduce risk while improving visibility among key aspects of business processes and performance. The IQS software model provides an enterprise-wide framework to manage compliance with multiple government regulations, quality assurance standards and compliance mandates. IQS integrated data hub provides clients with actionable insight into performance and risk-related metrics. Today, leading companies across multiple industries are using IQS to manage and improve key business processes, assuring higher levels of quality compliance and risk management."
Adaptive Business Management Systems Ltd,www.adaptivebms.com,,Quality Management,
CEBOS,www.cebos.com,,Quality Management,
Avex Aviation Experts,www.avex.ch,,Quality Management,
"E-Data Now, Inc",www.edatanow.com,,Quality Management,
EtQ,www.EtQ.com,,Quality Management,
EzQMS,www.ezqms.com,,Quality Management,
Greenlight.guru,www.greenlight.guru,,Quality Management,
Harrington Group International,www.hgint.com,,Quality Management,
Ideagen,www.ideagen.com,"Safety Management
Risk Management
Internal Audit
Audit Management
Regulatory and Quality Compliance
Document Management
Electronic Medical Records
Emergency Department
EHS Management
Supply Chain Management",Quality Management,"Ideagen plc provides market-leading information management, safety, risk and compliance software solutions that allow organisations to achieve operational excellence, regulatory compliance and reduce risk.  As authors of an excellent portfolio of software products, the Group is able to provide complete content lifecycle solutions that enable organisations to meet their Regulatory and Quality Compliance standards, helping them to reduce costs and improve efficiency. Our Mission Statement is: To enable our clients to improve their organisations by providing the tools which can help improve customer service, increase efficiency, reduce risk, enhance compliance, and lower costs"" Ideagen's wide portfolio of solutions range from Audit & Risk Management, Document Management & Workflow, Capture, Process Mapping, Order Communications, Infection Control, Electronic Medical Record and ED Management. For more information, visit our website >> www.ideagen.com or contact us via email on [emailprotected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */ or telephone +44 (0) 1629 699100."
IntraStage,www.intrastage.com,,Quality Management,
ISOXpress,www.isoxp.com,,Quality Management,
MasterControl,www.mastercontrol.com,,Quality Management,
Muddy Boots Software,www.muddyboots.com,,Quality Management,
Net-Inspect,www.net-inspect.com,,Quality Management,
Northwest Analytics,www.nwasoft.com,,Quality Management,
Omnex Systems,www.omnexsystems.com,,Quality Management,
Pilgrim Software,www.pilgrimsoftware.com,,Quality Management,
"Plex Systems, Inc.",www.plex.com,,Quality Management,
QCanywhere,www.qcanywhere.com,,Quality Management,
Qualio,www.qualio.com,,Quality Management,
QualiTest Group,www.qualitestgroup.com,Independent Software Testing,Quality Management,"QualiTest designs and delivers contextualized software testing solutions that leverage deep industry-specific understanding with technology-specific competencies and unique testing-focused assets. We deliver results by combining customer-centric business models, critical thinking and the ability to gain a profound comprehension of customers goals and challenges."
Quality Systems Toolbox,www.qualitysystems.com,,Quality Management,
TestLodge,www.testlodge.com,,Quality Management,
Traction Software,www.tractionsoftware.com,,Quality Management,
VERSE,www.versesolutions.com,,Quality Management,
Qualityze,www.qualityze.com,"quality
quality management
qms software",Quality Management,"Qualityze offers Quality management solutions for medical devices, electronics, products, manufacturing organisations. Using Qualityze QMS, you can take care of non conformance management, Audit management, change management, document management, CAPA management"
AQA Company - IMSXpress,www.imsxp.com,,Quality Management,
ArgusQ,www.argusq.com,,Quality Management,"ArgusQ connects product management organizations with ArgusQs Certified Community of software experts. Through spec review cycles, ArgusQ will identify critical issues in requirements before they get baked into your product and get found by your customers."
DecoNetwork,www.deconetwork.com,"Online designer for customers to design
Website with eCommerce shopping cart
Online designer to design products
16,000 supplier product catalogs
Quote, order and production management",Quoting Software,"DecoNetwork is software to work smarter, not harder in your Print & Embroidery business. Benefits include:  Quotes & Invoices: Creating stunning beautiful quotes and order with ease. Online Designer, Online Designer: Empower your customers to self-serve on your own website. Webstore. Web stores:  Attract more customers with a website designed for printing and embroidery. Product catalogs: Experience the industry's best collection of product catalogs with over 16,000 supplier products from major suppliers such as SanMar, alphabroder, BTC Activewear, Ralawise, S&S; Activewear and more."
Quotegine,www.quotegine.com,,Quoting Software,
Atlatl Software,www.atlatlsoftware.com,,Quoting Software,
Nifty Quoter,www.niftyquoter.com,,Quoting Software,
Socket,www.socketapp.com,,Quoting Software,
"Webcom, Inc.",www.webcominc.com,,Quoting Software,
360ideas,www.360ideas.com,,Quoting Software,
Axonom,www.axonom.com,"product configuration
Configure, Price, Quote
3D Product Configurator
Guided Selling
Sales and Service Quoting Software
Web Portals
2D Product Configurator",Quoting Software,"Axonom is the global software developer of Powertrak CPQ, the cloud-based product configuration, quoting and ordering solution.  Powertrak is designed for manufacturers to empower its sales, channel partners, and customers to VISUALLY and INTERACTIVELY build and design products, generate quotes, and complete orders, quickly and accurately. Powertrak Visual Product Configurator and ecommerce platform enables Manufacturers to:1. Visually communicate and showcase the competitive differences of your products in a realistic and engaging manner.2. Encourage customers and partners with little-to-no knowledge of your product(s) to become less apprehensive and more engaged in designing and ordering.3. Streamline the sales process and accelerate the conversion of sales opportunities into revenue with automation tools that simplify complex configurations, speed quoting time, and ensure ordering accuracy. 4. Improve sales efficiency by shortening the sales cycle and eliminating common obstacles such as product combination errors, miscalculated costs, and quoting delays. Powertrak's configure, price, quote (CPQ) technology boosts user adoption, improves engagement, and enhances the overall customer experience. Enriched with mobile extendibility, design products, build quotes, and configure orders on mobile tablets with Powertrak."
Billomat,www.billomat.com,,Quoting Software,
ChannelOnline,www.channelonline.com,,Quoting Software,
CloudSense,www.cloudsense.com,,Quoting Software,
Current,www.currentestimating.com,,Quoting Software,
EndeavorCPQ,www.endeavorcpq.com,,Quoting Software,
EosCPQ,www.verenia.com/,"Cloud(SaaS)  B2B/B2C solution platform
Configure Price Quote (CPQ)
Dynamic Bill of Materials and Routings
'Where Used' Rules Engine ",Quoting Software,"Who We Are We are a technology innovators and business go-getters. We go above and beyond to make sure your technology solution is not just great, but exceptional.  What We Do We help companies streamline various platforms of their IT, marketing and sales into one unified, seamless, fast and flexible solution that is entirely cloud-based and ahead of technology out in the marketplace.  How We Do It We combine our passion for technology and the expertise we have gained through decades in the product configuration business to make you a success. "
Experlogix,www.experlogix.com,,Quoting Software,
Freightos,www.freightos.com,,Quoting Software,
Idronic,www.idronic.com,,Quoting Software,
NiftyQuoter,www.niftyquoter.com,,Quoting Software,
QStrat,www.qstrat.com,,Quoting Software,
QuoteRobot,www.quoterobot.com,,Quoting Software,
Quotient,www.quotientapp.com,,Quoting Software,
Signature-IT,www.signature-it.com,,Quoting Software,
SteelBrick,www.steelbrick.com,,Quoting Software,
VARStreet,www.varstreetinc.com,,Quoting Software,
homePad,www.homepad.com,,Real Estate Management Software,
Lucernex,www.lucernex.com,,Real Estate Management Software,
Soft4RealEstate,soft4realestate.com/,,Real Estate Management Software,
TenantCloud,www.tenantcloud.com/,,Real Estate Management Software,
TrueRent,www.truerent.com,,Real Estate Management Software,
Go Reception,Write a review,"Customizable
Visitor sign in
Employee sign in and tracking
Couriers
QR Code sign in for security
Room bookings
Pre-registrations
Event management
Asset management
Badge design & printing","Reception Software
Visitor Management Software","A Smarter Way to Welcome Visitors - Give your visitors a modern, touch screen sign in system that takes just moments to use. No more messy handwriting or wrong information, everything is captured in real time and stored securely in the cloud for as long as you need it. Go Reception offers the most customisable visitor management solution available and ensures you get the right sign-in experience for your organisation. We build business automation solutions that improve workplace productivity and employee's social experiences. Go Reception replaces traditional pen and paper visitor sign-in processes and make them digital with the use of tablet devices (we started with iPad and now offer an Android version for international markets). The Go Reception platform made for offices and reception areas in any industry where you need visitors to register their arrival. Our products and mobile apps help make business processes easier, faster and look more professional and data gathering more transparent."
Envoy,www.envoy.com,"Custom branding & digital signage
Badge printing & custom color badges
Host notifications via Slack, SMS, email
Self-registration & pre-registration
Live customer support
NDAs & legal agreements
Admin roles
Salesforce, Box & other integrations
Centralized device management
International language support",Reception Software,"Envoy is the visitor registration product that is changing how visitors are greeted in workplaces around the world. Modern businesses are getting rid of paper sign-in books and using Envoy to provide a seamless, iPad based guest sign-in experience. Envoy Visitor Registration automates badge printing, host notifications, and legal agreements which makes for a more secure and enjoyable guest visit. And, with the Envoy Passport smartphone app visitors can quickly auto-sign via smartphone at any location using Envoy. Envoy is backed by Andreessen Horowitz and has served 4M visitors in 55 countries since it was founded in 2013. Envoy is used by some of todays most exciting brands including: Box, Pinterest, Pandora, GoPro and Yelp. Visit Envoy at https://envoy.com."
,,,,
LobbyCentral,www.lobbycentral.com,,Reception Software,
PCRecruiter,Write a review,"MS Outlook Integration
Job Portals and Posting
User-Configurable Forms and Fields
Drag & Drop Candidate Management
IMAP, SMS, VOIP Integrations
Public API for Developers
Flexible List Management Tools
Reporting and Compliance
Automated Resume Import Tools
Mac, PC, and Mobile",Recruitment Software,"PCRecruiter is a complete web-based system for candidate sourcing and placement that combines the core functions of candidate tracking, job publishing, email and voice communication, and customer and candidate relationship management with sales force automation. The superior flexibility of PCRecruiter has made it an essential tool for over three-thousand companies just like yours in over seventy countries around the world. Founded in 1998, Main Sequence Technology is a privately-held and operated company with an award-winning support and training team, an in-house data conversion team, and a team of sales consultants with decades of combined experience in the recruitment solutions market. We maintain focus on the satisfaction of customers and team members, and are always growing!"
TrackerRMS,www.tracker-ats.com,"Candidate and Job Management
Job Posting and Third Party Integration
Online Application and Candidate Portal
Invoices, Payments, Timesheets, Expenses
Customizable Workflow and Configuration
Activity, Contact and Account Management
Reports and Dashboards
TrackerRMS Mobile
Email and Calendar Integration
Onboarding Tools",Recruitment Software,"TrackerRMS offers a feature rich CRM, which is simple to use and customize.  TrackerRMS can cover all the needs of your Recruitment, Sales, Projects and Support teams in one solution and suits any size business or industry. TrackerRMS is the perfect software partner to any recruitment, consulting or in house staffing business. Tracker is fully customizable so you are able to tailor the system to suit your specific recruitment and applicant tracking needs.  TrackerRMS is an ideal fit for your business, regardless if your company specializes in permanent, executive search or contract and temp hires. TrackerRMS is packed full of features and benefits to support your entire end to end recruitment process including time sheets and invoices. TrackerRMS enables your business to quickly source candidates and manage jobs using a clean and easy to use interface that your recruiters will love to use. Call us now and find out why more and more customers are moving to TrackerRMS."
AkkenCloud,www.akkencloud.com,,Recruitment Software,"AkkenCloud is the staffing efficiency and recruiting efficiency improvement specialist. Since 2005, AkkenCloud has helped over 650 staffing and recruiting companies improve their efficiency, placing people into quality paying positions and increasing customer retention. The all in AkkenCloud has fully integrated front office, back office and intra office. The all in AkkenCloud is 100% cloud-based and provides businesses with the mobility to access and work from anywhere on any device. For more information, please visit http://www.akkencloud.com or call 1-866-590-6695."
JobDiva,www.jobdiva.com,,Recruitment Software,
TalentBin,www.talentbin.com,,Recruitment Software,
ZipRecruiter,www.ziprecruiter.com,,Recruitment Software,
BlackDog Recruiting Software,www.go4recruitingsoftwa..,,Recruitment Software,
BWSiNteractive,www.bwsi.com,,Recruitment Software,
Accredible,www.accredible.com,,Recruitment Software,
Avature,www.avaturecrm.com,,Recruitment Software,
Caliber Limited,www.caliber.ie,,Recruitment Software,
Chameleon-i,www.chameleoni.com,,Recruitment Software,
Elevate,www.elevatedirect.com/,,Recruitment Software,
HireRight,www.hireright.com,,Recruitment Software,
JobAdder,www.jobadder.com,,Recruitment Software,"Currently used by over 10,000 recruiters every day, JobAdder is a comprehensive recruitment management platform built 100% in the cloud. This affordable system is a great option for small and growing recruiting agencies, as well as in-house HR teams looking to optimize their recruiting efforts. Because it's cloud-based, the platform is fully accessible from anywhere with an Internet connection; it's also completely browser-agnostic and mobile device-friendly, so all of the robust features can be accessed from smartphones and tablets, the perfect option for recruiters on the go. JobAdder's advanced posting technologies are fully integrated into the software. Once an ad is created, users can pick the job boards on which to post it, and with a single click the job posting can be pushed to over 200 job boards, including social media sites. Once the posting is live, JobAdder makes it easy to track and manage any open positions. Applications are automatically imported into the system, and from there recruiters can review cover letters and resumes online, eliminating manual entry and a lot of paper. JobAdder also offers customizable SMS and email templates so recruiters can easily communicate with candidates and track that engagement from a single platform.  Users can customize the software's sleek and efficient folder system to effectively organize everything from mailing lists to prospects, their individual talent pool, and more. In fact, all of the page views are 100% customizable, using drag-and-drop and resizing features. JobAdder offers free and unlimited support to all of their clients, and their low pricing is based on users. We recommend JobAdder to any company looking for an intuitive, cost-effective way to recruit the best talent."
jobdreaming,www.jobdreaming.com/emp..,,Recruitment Software,
Jobylon,www.jobylon.com,,Recruitment Software,
Recruitee,recruitee.com,"Free job board integration
One-click sourcing module
Resume parsing
Custom career pages
10-minute setup 
Free job board integration
Customizable Career Pages
One-click sourcing module
10-minute setup!",Recruitment Software,"Recruitee is a cloud-based recruiting software. In addition to an easy-to-use Applicant Tracking System, Recruitee also integrated with job boards. Their partnerships allow discounts on premium job postings. Key features include: sourcing module (Chrome extension available), internal referral program, customizable career pages, and free job boards API's."
Recruiterbox,recruiterbox.com,,Recruitment Software,
Relational Systems,www.winsearch.com,,Recruitment Software,
RolePoint,www.rolepoint.com,,Recruitment Software,
Simplicant,www.simplicant.com,,Recruitment Software,
SkillSurvey,www.skillsurvey.com,,Recruitment Software,
SmashFly,www.smashfly.com,,Recruitment Software,
Talentnow,www.talentnow.com,,Recruitment Software,"Talentnow is a technology leader in recruitment software and has helped several leading organizations seamlessly manage quality manpower recruitment. Our continued commitment to deploying cutting edge technology is helping clients manage recruitments with higher predictability, and with more efficiency.  Talentnow brings in strong & un-matched recruitment domain expertise, achieved by working with thousands of recruiters over the last five+ years. We add significant value to global organizations to acquire the best manpower, which will define their future success."
1-Page,www.1-page.com,,Recruitment Software,
Accolo Inc.,www.accolo.com,,Recruitment Software,
Active Interview,activeinterview.com,,Recruitment Software,
Aida,www.aidacreative.com/,,Recruitment Software,
AmazingHiring,www.amazinghiring.com/en/,,Recruitment Software,
Anthology,anthology.co,,Recruitment Software,
Apptrino,www.apptrino.com,,Recruitment Software,
AppVault,www.appvault.com/,"Talent Community 
Mobile Optimized Job Requisition Pages
Job Matching Technology 
Database Marketing 
Measurement and Analysis of Job Ads
ATS Integration",Recruitment Software,"Providing job seekers with an optimal user experience is the core of what we do.  We deliver on this promise by working with our client's existing infrastructure and ensuring that they are able to reach candidates on the social and mobile spaces.  AppVault was founded in 2002 with a focus on identifying market needs and developing products to satisfy and exceed the needs for companies. AppVault works to alleviate company's point of pain while providing new opportunities for companies to expand their reach in previously unidentified areas.?We are an established company with seasoned talent acquisition experts that focuses on new and emerging technology in order to keep pace with the rapidly changing landscape of user behavior.  Our focus is on the candidate who has come to expect a user experience that conforms to their digital consumption. Utilizing our products ensures that you have a best-in-class and contemporary strategy."
Automated Business Designs,www.abd.net,,Recruitment Software,
Beamery,www.beamery.com,,Recruitment Software,
Betterteam,www.betterteam.com/,,Recruitment Software,
Big Biller,www.bigbiller.com,,Recruitment Software,
BirdDog HR,www.birddoghr.com,,Recruitment Software,
Bond,www.bond-us.com,,Recruitment Software,
Brazen Careerist,www.brazencareerist.com,,Recruitment Software,
Breezy HR,www.breezy.hr/,,Recruitment Software,
BrightMove,www.brightmove.com,,Recruitment Software,
Broadbean,www.broadbean.com,,Recruitment Software,
Candidate Manager,www.candidatemanager.net,,Candidate Management Software,
CareerArc,www.careerarc.com/,,Recruitment Software,
"cBizSoft, Inc.",www.cbizsoft.com,,Recruitment Software,
ClearFit,www.clearfit.com,,Recruitment Software,
CleverStaff,www.cleverstaff.net,,Recruitment Software,
Click To Cloud,www.clicktocloud.com,,Recruitment Software,
Criteria Corp,www.criteriacorp.com/,,Recruitment Software,
CVTracer,www.cvtracer.com,,Resume Software,
DATIS,www.datis.com,,Recruitment Software,
Daxtra,www.daxtra.com,,Recruitment Software,
Dillistone Systems,www.dillistone.com,,Recruitment Software,Dillistone Systems is the leading global supplier of software systems to Executive Search firms large and small and to in-house Executive Search teams.
eConscribi,www.econscribi.com,,Recruitment Software,
eJobSoftware,www.ejobsoftware.com,,Recruitment Software,
Emply,www.emply.com,,Recruitment Software,
Entelo,www.entelo.com,,Recruitment Software,
erecruit,www.erecruit.com,,Recruitment Software,
ExactSource,www.exactsource.com,,Recruitment Software,
Exelare,www.exelare.com/,,Recruitment Software,
Findly,www.findly.com,,Recruitment Software,
First Advantage,www.fadv.com,,Recruitment Software,
Fitzii,www.fitzii.com/,,Recruitment Software,
GlobeSoft,www.globesoft.com,,Recruitment Software,
GoodHire,www.goodhire.com,,Recruitment Software,
GooodJob,www.GooodJob.com,,Recruitment Software,
Graylink,www.graylink.biz,,Recruitment Software,
Greenhouse,www.greenhouse.io,,Recruitment Software,
GVS Solutions,www.gvssolutions.com,,Recruitment Software,
HireHive,www.hirehive.io,,Recruitment Software,
Hireworx,hireworx.com,,Recruitment Software,
HiringThing,www.hiringthing.com,"Applicant Tracking
Form Builder
Activity Feed
Resume Import
Integrated with Social Media
Email & Calendaring Tools
Integrated Background Checks
Dozen of Job Posting Options",Recruitment Software,"HiringThing is online software that helps small and medium size businesses hire. Posting jobs online, accepting resumes and sorting through applicants is easy to manage, saving you time and money. It takes just a few minutes to set up, and you'll be on your way to finding your next great hire. Post jobs online: Our great online partnerships and social media integration allow you to post and advertise your job listings across the internet. Organize applicants: Easily sort and manage applicants."
Hourly,www.hourly.com,,Recruitment Software,
iMomentous,www.imomentous.com,,Recruitment Software,
Infinix Corporation,www.infinixcorp.com,,Recruitment Software,
inKoming,www.inkoming.com,,Recruitment Software,
InterviewMocha,www.interviewmocha.com,"hundreds of ready tests
fastest custom tests
advanced remote proctoring
business analyst test
project manager test
java tests
C# tests",Recruitment Software,"Interview Mocha is a pre-employment skill testing company.  Our online assessment software help companies in filtering the best candidates from a pool.   Our offering includes- hundreds of ready tests- fastest custom test creation- advanced remote proctoring- simulators- integrations- easiest to use "
Invenias,www.invenias.com,,Recruitment Software,
iRecruit CMS,www.irecruit-software.com,,Recruitment Software,
JobApp Plus,www.jobappplus.com,,Recruitment Software,
Jobote,www.jobote.com,,Recruitment Software,
Konetic,www.konetic.com,,Recruitment Software,
LessHay,www.lesshay.com,,Recruitment Software,
Lever,www.lever.co,,Recruitment Software,
Managize,www.managize.co,,Recruitment Software,
MedCruiter,www.medcruiter.com,,Recruitment Software,
mindSCOPE,www.mindscope.com,,Recruitment Software,
Multiposting,www.multiposting-group...,,Recruitment Software,
MyRecruitOnline,www.myrecruitonline.com,,Recruitment Software,
NewHire,www.new-hire.com,"Customizable Online Applications
Bulk Recruitment Advertising
Professionally Written Job Ads
No Resume Stacks
Powerful ATS Search Tools
Cost Effective Solutions",Recruitment Software,"At NewHire, we believe that every job deserves the right person. As a small business ourselves, we understand the unique recruiting and hiring challenges faced by small businesses nationwide. That's why we created a platform by which small businesses can purchase a complete recruiting process on a job-by-job basis, saving time and money in the process.  However small or infrequent your recruiting needs are, NewHire can help. We combine the expertise and efficiency of a high-touch recruiting service with the transparency and value of a more traditional ""do-it-yourself"" search in order to put the right person in the right seat at your company.  "
Nitman Software,www.nitman.co.in,,Recruitment Software,
Nobscot Corporation,www.nobscot.com,,Recruitment Software,
nowHIRE,www.nowhire.com,,Recruitment Software,
OneRecruit,www.onerecruit.com,,Recruitment Software,
Ongig,www.ongig.com,,Recruitment Software,
Osclass,www.osclass.com,,Recruitment Software,
Pasiv,www.pasiv.com,,Recruitment Software,
Platina Software,www.platina.co.in,,Recruitment Software,
Potknox,www.potknox.com,,Recruitment Software,
Quickhire,www.quickhire.me,,Recruitment Software,
Qukind Technologies,www.qukind.com,,Recruitment Software,
RChilli Inc,www.rchilli.com,,Recruitment Software,
Recruit Buddy,www.recruitbuddy.com,,Recruitment Software,
RecruitingWare,www.recruitingware.com,,Recruitment Software,
Recruitro,www.recruitro.com,,Recruitment Software,
Redmatch,www.redmatch.com,,Recruitment Software,
RemoteInterview,www.remoteinterview.io,,Recruitment Software,
ResuWe.com,www.resuwe.com,,Recruitment Software,
Russell Tobin and Associates,www.russelltobin.com,,Recruitment Software,
Signalhire,www.signalhire.com,"Candidate Management
Applicant Tracking
Collaboration
Reporting
Candidate Search
Publish to Social Media",Recruitment Software,"SignalHire is a recruiting, HR analytics and benchmarking platform that accumulates Big Data from multiple public sources to provide real-time and historical trends on workforce flows, company climate and industry players' hiring activity. SignalHire gives full access without any limits to a database of over 200 million candidates, 8 million companies, and 200 industries. The platform provides: - Candidate search; - Collaborative tools; - Market analytics and Business Intelligence.  "
Silicon Valley Talent,www.siliconvalleytalent..,,Recruitment Software,
Simpler,www.simpler.co,,Recruitment Software,
SmartRecruiters,www.SmartRecruiters.com,,Recruitment Software,
SmartSearch,www.aps2k.com,,Recruitment Software,
snagajob,www.snagajob.com,,Recruitment Software,
SportsRecruits,www.sportsrecruits.co,,Recruitment Software,
Squrpl,www.squrpl.co,,Recruitment Software,
STL,www.PoweredBySTL.com ,,Recruitment Software,
Subscribe-HR,www.subscribe-hr.com.au,,Recruitment Software,
Swoop,www.swooptalent.com,,Recruitment Software,
Take the Interview,www.taketheinterview.com,,Recruitment Software,
Talemetry,www.talemetry.com,,Recruitment Software,
Talent Rover,www.talentrover.com,,Recruitment Software,
TalentWise,www.talentwise.com,,Recruitment Software,
TargetRecruit,www.targetrecruit.net,,Recruitment Software,
