Service Name,Service URL,Review Name,Review Date,Review Content
1Web Hosting,www.webonehosting.com,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */","Friday, September 16, 2011",Not the cheapest but not the most expensive either. Always found them very reliable though and pretty fast.
Simply Hosting,www.simplyhosting.com,Alonzo  Kalonzo,"Thursday, December 10, 2015",Everyone should stay very clear of this company. The operations manager is erratic and have no clue about hosting. The staff are arrogant and incompetent and know nothing about CPanel or WHM and would steal your CPanel password to upload phishing scam software and then blame you and ask you to pay for it to be cleaned. The most nasty experience i have ever had. They are thieves. The worst hosting company in the UK. 
Simply Hosting,www.simplyhosting.com,Liam Gibbins,"Wednesday, July 29, 2015","I have been with these for a good while, I forsaw some problems paying as we where moving properties, we where without internet for 3 months and missed one payment and was 15 days late that we paid, the second one we where 19 days late paying because of these internet issues and not recieveing invoices via email, they infact deleted our dedicated server even though we informed them that we might be late paying with a hope that they would work with us, now we have lost a large amount of our work and our clients are expecting payment as reimbursement because loss of fund to both us and our clients.They are known to delete server for been 3 days late I have since found out and they will not work with you if you forsee difficulties."
Simply Hosting,www.simplyhosting.com,Sam Dougs,"Wednesday, May 1, 2013",PoundHost is the real deal when it comes to hosting services. I would recommend using PoundHost as it has been great in responding to issues as they arise and has got the job done and exceeded my expectations. It's about finding the right mix between price and service and PoundHost is an excellent value for what you get. 
Simply Hosting,www.simplyhosting.com,John Gardner,"Tuesday, July 3, 2012","PoundHost have supplied us with a fantastic product and customer support for many years now. Their network is fast and rock solid reliable and support tickets always get a fast response from staff who clearly know their stuff. They have surpassed my expectations on customer support a few times now. If you need a server, at a great price and with fantastic support then just stop looking, you're going to be very happy with PoundHost."
Simply Hosting,www.simplyhosting.com,Sean McWilliams,"Tuesday, June 26, 2012","Since using poundhost for just over a couple of years we find the service and packages they offer second to none and surpasses the competition. If there is a support ticket raised or an issue the problem is resolved within minutes not days or hours. I would have no issue in recommending poundhost based on the Service and Sales the company can offer."
Simply Hosting,www.simplyhosting.com,Mr Marcelo,"Monday, June 25, 2012","I have been using PoundHost services for almost 4 years now and I can tell you that it is a first class service. They are good and fast with the setup, with the changes, with the urgencies, and the ratio price/quality is the best. I use PoundHost for sites that are visited from Latin America mostly and the connectivity is so good that there are no differences in speed with the local providers who are way more expensive. "
Simply Hosting,www.simplyhosting.com,Jaroslaw Glogowski,"Friday, June 22, 2012","Absolutely outstanding service! The best hosting company out there. I just love it! Super cheap & super fast dedicated servers! I have tested over 20 different hosting companies and most of them provide very poor customer service, high prices or limited configuration/ access. With PoundHost I finally have what I have been looking for - high performance dedicated server, nginx php-fpm apc = pure awesomeness! Highly recommended! I just love you guys. I am beside myself. Thank you so much for providing the service! I can't get enough of you! For those who are looking for the best hosting out there - PoundHost.com. I highly recommend them. Warm Thank you to all PoundHost staff."
Simply Hosting,www.simplyhosting.com,Kazi Swapan,"Monday, June 11, 2012",Their collocation services are good and having very good latency with various part of the world. But downtime for power failure or any other reason (even that is force mejure) is not appreciated at all.
BlessHost,www.blesshost.com,Simon Macbeth,"Monday, September 12, 2016","Excellent support, they migrated my site within 3 hours and the site loads much faster than my previous host!!!"
Checkfront,www.checkfront.com,Doug Worley,"Friday, August 30, 2013",Appointments and Scheduling are very easy to use and the layout of the website is very user friendly.  This is a must have for any business!
Checkfront,www.checkfront.com,Gerry Mals,"Monday, July 23, 2012",Happy to have found Checkfront after looking for something to replace our ageing desktop booking app.
TravelClick,www.travelclick.com,Rory,"Wednesday, June 18, 2014",TravelClick is one of the best products I used. It was able to help me maximize my revenue and improve my business tenfold.
Xola,www.xola.com,Nicole,"Monday, August 24, 2015",Our company has been using Xola for 4 months now and at first I was really impressed with eir overall service.  Now it is almost impossible to reach a real person on the phone and after several attempts I may get an email reply with no real solution s for the glitches that are occurring in Xolas system... 
Launch27,launch27.com,Delah Gomasi,"Wednesday, August 31, 2016",I've used Launch27 since close to its establishment.Its extremely convenient and easy to use. I'm not a tech person but my business involves using technology to connect local service businesses with customers in my city. If it weren't for Launch27 i wouldn't be in the business i am. It's alleviated all the hassle and their customer support is second to none. The price isn't too expensive and provides intrinsic value for me that i'm more than happy to continue using the service. 
Grubbrr,www.grubbrr.com,Kanika sakhuja,"Wednesday, June 17, 2015","This is something really interesting and has let to a drastic time savings, thereby decreasing the wastage of time and any confusions during ordering.  Now I can manage my restaurant very  easily thereby leading to more efficiency and effectiveness."
Intellitrack,www.intellitrack.net,Marcel Davis,"Monday, September 23, 2013","IntelliTrack definitely rises above the competition for affordable and easily integrated RFID solutions. I'd been putting off a decent RFID system for a while because of troubles I've had in the past with them, but IntelliTrack has made everything totally possible."
Qualys,www.qualys.com,Laura,"Monday, February 10, 2014","Qualys is the right thing for the job, they offer amazing support and a user friendly product, along with a brilliant interface. 5 stars from me, it's the kind of product that I will recommend to friends and family."
Qualys,www.qualys.com,Andrew,"Wednesday, January 8, 2014",Very user-friendly product with an incredible support staff to back it up. I've never had a company approach customer support so seriously and with such a great attitude.
Qualys,www.qualys.com,Mark,"Monday, November 11, 2013","Accompanied with a user-friendly website and amazing product support, Qualys goes above and beyond all my security needs.  Highly recommended. "
Qualys,www.qualys.com,Shayna,"Monday, November 4, 2013",Qualys is an innovative tool in the market of network security and data management. More people should know about this their latest technology!
Qualys,www.qualys.com,Asa,"Tuesday, October 29, 2013",Qualys is an absolute trend setting in network security and cloud data management. All should feel safe trusting them!
Qualys,www.qualys.com,Drew,"Friday, September 6, 2013","Qualys is the market leader in cloud security, and for good reason. Easy to use website, good customer service and a definite feeling of security. "
Qualys,www.qualys.com,j j,"Monday, July 15, 2013","The security provided by Qualys is phenomenal. I am highly satisfied with the customer service that was provided, as well the accessibility and convenience of the product. I would highly recommend this product."
Qualys,www.qualys.com,Justin,"Monday, July 8, 2013","The security for this product is amazing. Switching to Qualys was a right decision. Also, the customer service is one of the best I have dealt with. I would highly recommend this product to many people. "
Qualys,www.qualys.com,Allen,"Wednesday, June 5, 2013","Qualys is the right thing for the job, the feeling of being secure is great, but what makes it really great is the user friendly and efficient customer service along with the brilliant interface. Easy 5 stars for me, it's the kind of product that you recommend to friends and family."
Qualys,www.qualys.com,John,"Tuesday, May 28, 2013",The security provided Qualys is second to none. The customer service is above any other I have experienced. Qualys is also super easy to use.
Qualys,www.qualys.com,Bryan,"Tuesday, May 28, 2013",I feel extremely secure with this product. It's outstanding. The customer service is phenomenal. There's nothing better. It's incredible. I'd definitely recommend this to anyone. It's simply the best.
Qualys,www.qualys.com,jessi,"Monday, May 20, 2013",I feel so much more secure after using this product and will most definitely recommend it to friends and colleagues. I'm a very satisfied customer.
Qualys,www.qualys.com,Loredana Magie,"Tuesday, April 16, 2013","I just love Qualys. While there are lots of platforms and management services online, Qualys offered me one of the best experiences ever! It was spectacular and worth using it in the end. The results were extremely satisfactory."
Qualys,www.qualys.com,Christian Beck,"Tuesday, February 12, 2013","I now feel much more secure. Now that we have switched to Qualys we no longer have fears of insecurity. Their customer service has been amazing, always prompt and friendly. They are there for their customers to address any questions. Qualys is a solid product worth giving a try, so go for it. "
Qualys,www.qualys.com,Justin Burgard,"Wednesday, February 6, 2013","Great website, lets me discover the cloud. Is easy to use and loads quickly. I have 0 regrets about using this website. "
Qualys,www.qualys.com,John,"Monday, January 21, 2013",The product was easy to use and the interface was quite intuitive. I would definitely recommend it to a friend or colleague.  
Qualys,www.qualys.com,claudia,"Monday, January 21, 2013",Excellent customer service! They have a very reliable and knowledgeable team willing to help.  The product is superb. It provided the security to my expectations. I would recommend this product! 
Qualys,www.qualys.com,"HCSP, LLC","Friday, January 18, 2013",I started with the free trial of Qualys and it is worth it just for the security it gives me.  Automated updates and the ability to tie the entire network in safely and seamlessly is what my business really needed. Very well thought out product.  
Qualys,www.qualys.com,Jackie Hunt,"Thursday, January 17, 2013","At last, peace and security. Now that we have switched to Qualys we no longer have issues with security, thank you! When we needed their customer service they were spot on. Available to us 24 hrs per day 7 days per week and every day of the year. They are there for their customers to address any questions. I love Qualys. "
Qualys,www.qualys.com,RHW,"Friday, January 11, 2013",Qualys and their QualysGuard security and compliance suite is one of the best I've ever used. It is user friendly and easy to maintain. Their customer service is excellent as well. 
Qualys,www.qualys.com,Tommy,"Thursday, January 10, 2013",I was skeptical about this service at first. But after about 2 weeks of use I noticed a huge difference in our security system and it improved drastically. I highly recommend this company.  
Qualys,www.qualys.com,Nek Lian,"Wednesday, January 9, 2013",Qualys has given us everything we desired and done what was promised from their service. Having Qualys as a partner lets us concentrate on our real business. There is a sense of security that we won't have to worry about unwanted interruptions or disruptions. Excellent company to deal with! 
Qualys,www.qualys.com,JostenD,"Wednesday, January 2, 2013",Ever since we started using Qualys at my company we no longer worry about cyber attacks. The security they provide is top notch. 
Qualys,www.qualys.com,Charles Craft,"Friday, December 28, 2012",I feel that this service is of excellent quality. It has worked quite well for me and my staff in providing security for our electronic dealings. I would highly recommend this product. 
Qualys,www.qualys.com,Justin Parker,"Thursday, December 27, 2012",Excellent company and service. My business and brand are more secure thanks to their services.  The automated security assessments and reports are excellent tools to monitor any threats and also network compliance.
Qualys,www.qualys.com,KellyD,"Thursday, December 20, 2012",Qualys is a great software for protecting your business. I would highly recommend others to give it a try. Great IT solution for my business.
Qualys,www.qualys.com,shelly,"Monday, December 17, 2012","I love the feeling of security I have now! Since switching to Qualys I no longer have problems with any security issues, plus customer service questions are answered quickly! I haven't had a need to call but have emailed a few times with questions and received a reply within the hour. "
Qualys,www.qualys.com,JD,"Friday, December 14, 2012",Qualys is an amazing tool to help keep your business safe. I am a new customer and this tool has probably saved my company from numerous cyber attacks already.  
Qualys,www.qualys.com,Sara,"Tuesday, December 11, 2012",If you're looking for great security for your business look no further. In a world where security is a must you found a great company.
Qualys,www.qualys.com,Daniel,"Monday, December 10, 2012",One of the leaders in security and compliance. The competition is fierce and so far they have managed to pull ahead of most of their competitors. Multiple solutions to fit companies of most sizes. This is very practical.
Qualys,www.qualys.com,William,"Thursday, December 6, 2012",Good company that offers reliable products to help your business run smoothly. They are very busy but will always ensure your problems are solved in the end. 
preCharge,www.precharge.com/,Jensen Anderson,"Wednesday, September 18, 2013","Support can be lacking at times but the way they approve my bad orders is amazing. They can be very expensive but when you consider they turn my garbage into good orders, it's a service no one seems to offer and worth every penny."
preCharge,www.precharge.com/,Harvey,"Monday, July 1, 2013","This is huge, it can really cut into the costs for any merchant with the amount of fraud these days. When you get a chargeback, it goes into arbitration and most merchants lose if they don't ship a tangible good with signature required of the cardholder (not just the receiver).  "
preCharge,www.precharge.com/,Ruth Henne,"Sunday, June 16, 2013",This is a great e-verification site and is for smaller to largest companies. It is very easy to navigate to. 
preCharge,www.precharge.com/,Monique Jackson,"Monday, April 15, 2013","This is a great e-verification site, that I would suggest even smaller companies use. Also good for companies that are just branching out. It's easy to use and great to navigate."
preCharge,www.precharge.com/,John Albert,"Wednesday, April 3, 2013",I would recommend preCharge to anyone looking for eVerification services. preCharge provided the security my clients required for their eCommerce site! My client can be assured that the security of their customers and transactions is not compromised. 5 out of 5!
preCharge,www.precharge.com/,William B,"Monday, March 4, 2013","preCharge has done a great job at helping our company understand some secrets we weren't aware of. They're extremely smart and offer a lot of great tips, help and advice. I'd definitely recommend preCharge to anyone!"
preCharge,www.precharge.com/,john ragland,"Thursday, February 28, 2013",This product is the best thing yet. You can expect the full works. I would recommend this product to any firm or business. 
preCharge,www.precharge.com/,Auntie Hettie,"Monday, February 25, 2013","When you run a business or provide a service you just want to get paid, you don't want confusion! Enter preCharge who does all the customer research you wish you could do and their Guarantee Chargeback Prevention Warranty is a unique service to streamline your office. "
preCharge,www.precharge.com/,Ron,"Monday, February 11, 2013",preCharge has been very helpful in my business journey. They have provided me with loads of great information and secrets that I believe no other place could compare.
preCharge,www.precharge.com/,Mary,"Friday, February 8, 2013",I never dreamed of bringing my business to the internet marketplace.  preCharge made this possible and now more than half my sales are made through eCommerce. preCharge's services have changed the way I run my company and I couldn't be happier!
preCharge,www.precharge.com/,Adam,"Monday, February 4, 2013",Our company had a hard time finding a way to lower our chargeback rate.  Thank goodness for preCharge!  We've saved quite a bit of money since we started using it.
Reval,www.reval.com,KP,"Thursday, December 12, 2013",Reval helped keep our financial statements in order and helped us stay on top of quarterly reporting. Great product and we recommend it.
Reval,www.reval.com,K.S,"Monday, October 21, 2013","Reveal has worked wonders for my banking and financial needs. The support I go was excellent, and very easy to understand. Highly recommended, 10/10"
Reval,www.reval.com,Alex,"Monday, September 30, 2013",Reval is an extremely useful website that will assist you greatly with your financial and banking needs. I highly recommend it.
Reval,www.reval.com,Joe,"Thursday, December 27, 2012",Reval's website simplifies everything from hedge funds to cash management. I'd recommend this to both experts and amateurs! 
Reval,www.reval.com,Julie B,"Friday, August 3, 2012",Reval's system helps integrate all of the treasury functions into one which is extremely useful.
AlertDriving,www.alertdriving.com,George Delvecchio,"Thursday, July 31, 2014","Alertdriving.com is detrimental to your job. It's assessment tool is set up for failure. I've spoken to my fellow employees who all did hora belly on the assessment tool test. We are now lab led as a high risk and in need of additional training modules. This information might go on your permanent record , depending on your employer. The assessment tool doesn't allow you to read the question and answers in time to answer. It has a 20 second timer. It can only assess your ability to speed read. When you fail horribly and you will. It will send to you and your employer a statement saying what a high risk you are and that your in need of 20 or so training modules. You may have gotten a 100% if you could have had time to read it. don't believe the bs on there website. If you use them you will have disgruntled employees. No body likes there name getting dragged through the mud. Especially if it is falsely."
AlertDriving,www.alertdriving.com,Andrea,"Tuesday, April 15, 2014","AlertDriving is a customized, driver risk evaluation system.  It has helped a lot of companies lower their rate of collisions, thus lowering their overall costs.  "
GageList ,www.gagelist.com,Milos Koln,"Thursday, March 27, 2014",I have been able to go completely paperless since using Gagelist. I no longer have to worry about any impending audits as I am always ready with accurate data. Best program I have ever used.
Merit Solutions,www.meritsolutions.com,Zach Sawyer,"Wednesday, May 21, 2014","Merit Solutions has been a key component in keeping our business strong.  With it's intuitive user interface and host of features, we have found an increase in productivity, quality of work, and the ROI has been outstanding."
Objective Controls,www.objectivecontrols.com,Shimon Bouganim,"Tuesday, April 7, 2015","We started using Objective Controls when preparing our business continuity plan. The software was very easy to work with  right from the start, allowing us to specify our existing activities and newly planned controls quickly. Setting up the risk data was really easy and we had an impressive risk management dashboard to insert into the BC plan after just a few hours.Objective Controls has got us managing risks and BC issues on a regular basis. The support we have received has been excellent."
Pro-Concepts,www.proconceptsllc.com,Z,"Friday, October 4, 2013",I love Pro-Concepts! It really has changed how I manage the risks in my business for the better! I know what is worth trying and what is just going to end badly for me now. Thank you Pro-Concepts!!!
Workstreamz,www.vue-matrix.com,Bill Watershed,"Tuesday, June 17, 2014","Project management carries some of the hardest responsibilities, and risk management makes things even more difficult. The guys at vue seem to get this, so they are willing to help see you through it. Friendly support and helpful staff, I've been very happy with them."
RiskGap,riskgap.com,Andrey Samarin,"Tuesday, January 19, 2016","I used the RiskGap on one of my project. Initially, we started to use the program, as we need to keep all the risks in one place with the ability to assign responsible person for each risk. But when the risk library offered us a couple of risks that we do not discuss during brainstorming with project team, we decided to deeply understand the software. As a result, our team is actively using integration with tfs. The system is very convenient to maintain and control a list of risks. I realized that we used a small part of the functionality available in the RiskGap according information on the site (riskgap.com). We will learn more. Good luck!"
RiskGap,riskgap.com,Michael Smirnov,"Thursday, January 14, 2016","Very useful and handy risk management service!Please, keep moving forward and develope it."
NexTraq,www.nextraq.com,lori,"Friday, August 14, 2015",horrible to work with company. their service is beyond bad. stay away from this company.
Sofon ,www.sofon.com,Thomas,"Monday, November 11, 2013","Easy to use, extremely efficient and a very reliable. Sofon handles all my quotations, keeping me in the know with emailed management reports. I would recommend to anyone needing error-free quotations without putting in hours of time detailing each one."
Sofon ,www.sofon.com,Taylor,"Thursday, October 31, 2013","Wow, I have been looking for a company that actually cares about their customers for so long, Ive finally found one. Their quotes come back extremely fast so I can keep my business ahead of the rest."
Sofon ,www.sofon.com,Jeffrey Key,"Tuesday, October 22, 2013","We have been using Sofon to configure our products and after looking at the data, Sofon has been an extremely invaluable tool in streamlining the entire order process.  We have been able to up our order facilitating by twenty-five percent in the four months we have been using Sofon. This is amazing!"
Sofon ,www.sofon.com,Jan Kreiter,"Thursday, August 15, 2013","WTH is the market leader in floor and wall systems for heating and cooling, for both new construction and renovation. During the past few years, the market has changed dramatically. We still receive many requests for quotations but scoring rates have gone down. Customers ask multiple suppliers for quotations more frequently. So it is critical to come up with a solid, error-free, and uniformed quotation as fast as we can. With Sofon, we have made enormous progress in terms of our error percentage, speed and uniformity in the sales process. We were also able to shorten the training period for new sales staff. Sofon presents us with the right questions, explanations, and all possible answers; the system actually educates our users while generating calculations and quotations. A new staff member is therefore productive immediately. We get the added benefit of handling more work (3,250 unique quotations a year) with fewer people while we give customers better advice."
Sofon ,www.sofon.com,Erwin de Vrind,"Tuesday, July 9, 2013","Last minute requests to us are more and more often a day-to-day occurrence for us. So it was time for us to optimize the sales process. Thanks to Sofon, we have enabled a better workload distribution. It is immediately clear who is up to his neck in work. A colleague who is not as busy can now jump in to contribute. What a project manager used to do in his head  making decisions, calculating  now takes place systematically under the hood of the Sofon engine. Our quotation cycle time has also been shortened (from 4 hours to just 2 to 3 minutes) and the insight into our pipeline has improved. For us, Sofon is a real strategic tool to achieve our commercial goals."
Sofon ,www.sofon.com,Stefan deRijk,"Tuesday, July 10, 2012","Our dealers use Sofon to configure our products. The specifications are put through to our production department immediately, resulting in very fast order processing. Customers now receive an order confirmation within 24 hours. This used to take about 5 days. Our sales office also works with Sofon. Staff members are able to enter orders with very little training required. "
Sofon ,www.sofon.com,Paul Vincent Ros,"Monday, July 9, 2012","Fri-Jado is active in the food retail and food service markets in the area of refrigeration, electrical engineering, store automation and safety. We use Sofon as a product, project and sales configurator. Putting together and organizing a complete supermarket is a big challenge. Each different section in a supermarket is dependent on what is already available or will become available in the supermarket. Sofon takes everything into account and even makes sure that we only sell profitable orders. In the past, errors could easily slip into quotations and into production. With Sofon, mistakes can no longer be made. Not even by new colleagues. They are productive within a few weeks. Previously, half a years training was necessary. "
Sofon ,www.sofon.com,Sjak Ponjee,"Friday, July 6, 2012","Kinkelder develops, manufactures and sells metal circular saw blades. All our product knowledge is available in Sofon. We use this knowledge to flawlessly configure circular saws and service processes (such as sharpening). As soon as the configuration is completed, bills of materials, routings and client-specific information for the laser marking machine (used for printing logos on the saws) are automatically handed over by Sofon to ERP. This prevents mistakes from happening. Sofon also saves us time because all relevant documents are updated automatically when a change has been made."
Sofon ,www.sofon.com,Bennie Miedema,"Thursday, July 5, 2012","Our dealers work with the Sofon Web Sales Configurator and they are able to make calculations themselves and are no longer dependent on our head office. This saves them and our sales office time. Our sales office works with the Sofon desktop version. The productivity of our sales office is much higher, sales employees can generate correct quotations within minutes even while the customer is on the phone. This used to take days! Our fast quotation lead time makes a big difference in terms of sales. We have 15 to 20% more orders since we've started working with Sofon, so we get more work done in less time with fewer people and obtain more orders."
Sofon ,www.sofon.com,Jan Hoxe,"Friday, June 29, 2012","We wanted to speed up, improve and simplify the quotation process using Sofon. Two of our staff members immersed themselves in Sofon modeling. They only needed four days of support from a Sofon consultant. We now also manage any changes or maintenance to Sofon ourselves. Now that we work with Sofon, everyone speaks the same language and quotes are offered at the same prices. We can also process requests much faster. A quotation for a complete production line can be generated within the hour; this used to take at least half a day. Even then we wouldn't be completely sure the content was absolutely correct. Sofon helps us to prevent all kinds of errors."
Sofon ,www.sofon.com,Wim Boerma,"Monday, June 11, 2012","We use Sofon to make complete quotations for high speed crafts up to about 60 meters. With Sofon, we know that quotations are clear and error-free. Thats a big difference compared with our previous situation. Copying and pasting from an old quotation led to errors. Maintenance also was a big problem. Nowadays, when product information changes, we only need to make the change once and all relevant documents are up-to-date. As Design & Proposal Manager I also no longer have to check quotations of hundreds of pages in detail. Sofon provides me automatically with a management report by e-mail with all the deviations from the standard in a quotation. Im especially happy with this feature! It saves time and offers us the possibility to improve the standard continuously. "
Sofon ,www.sofon.com,Kees Klerx,"Friday, June 8, 2012","GEA Refrigeration has implemented Sofon Guided Selling worldwide in approx. 30 sales offices. We generate complete quotations and orders, bills-of materials and routings with incredible ease and efficiency, fully interfaced with ERP. The good thing about Sofon is that we can take care of adjustments directly ourselves. Model building, maintenance and management are user-friendly. The user interface performance is excellent and a pleasure to use."
Opusviz,www.opusviz.com,Vivek yadav,"Monday, September 29, 2014",This is one of the best sales automation tools available.
Opusviz,www.opusviz.com,Sunil sharma,"Thursday, June 19, 2014",very simple and easy to implement sales automation system.
RingDNA,www.ringdna.com,Jonathan Silva,"Friday, May 22, 2015",RingDNA has made our entire sales team more productive. Call quality is crystal clear. We are able to get new reps started in almost no time. Local Presence is a big help too and has helped our reps have more conversations each day. Highly recommend!
RingDNA,www.ringdna.com,Stuart,"Friday, August 1, 2014",Delivered as promised!
Ai2,www.ai2.com,James,"Tuesday, March 4, 2014",Ai2 provides a great service at a reasonable price. I've been looking for a product like theirs for a while and was quite satisfied to find it. Would certainly recommend them.
i-snapshot,www.i-snapshot.com,joseph,"Friday, June 13, 2014",using I-snapshot is easy and fun. makes working pleasurable and less stressful. extra sales too.
LeadGenius,www.leadgenius.com,Leader,"Monday, August 11, 2014",The best company in which I had ever worked.Trust is the best part of the business and you can always trust them.
Salesflare,www.salesflare.com,John,"Friday, February 13, 2015","After using complicated CRM systems and having to input data for years, this changed my world. Salesflare automatically fills my address book and tracks my activities. Plus it makes it much easier to work with my team."
Salesfully,www.salesfully.com/,Bernice N,"Thursday, October 15, 2015","Cool system, great to gather contacts and find sales leads."
Artisan Software,www.artisansoftware.com,Chris,"Monday, May 12, 2014",What a great company! The customer service is top notch and the products have been great for my business. It has really reduced costs.
Easy-Commission,www.easy-commission.com,Hailey,"Monday, June 2, 2014",Easy-Commission makes it easy to access commissions quickly and efficiently. It is a very convenient way to save time and money. 
"Nirvaha, Inc",www.nirvaha.com,Jack Jones,"Thursday, December 13, 2012",This product has helped me a lot with my day to day customers. Very helpful program and would look into purchasing more of their products.  
Leo Technosoft,www.leotechnosoft.net/,Kristen,"Friday, October 5, 2012",Leo Technosoft is very good company for application and software development
Tradepoint 360,www.tradepoint360.com,Malcolm Kay,"Wednesday, January 21, 2015","It appears that Tradepoint360 is defunct, dead and out of business. Call the phone number listed on the website and it says it's disconnected. Try to send emails to support and no-one answers.   We are an active customer and have received no communication whatsoever. Left  completely in the dark. Customer service has ceased to exist and anyway we are still waiting for answers to questions/ requests made over 12 month ago. If you're looking for a reliable responsive ERP software, steer well clear of Tradepoint 360"
Azurepath,www.azurepath.com,"Olu Rhodes-Vivour, PMP","Wednesday, July 20, 2016","I'm a previous Salesforce user and anyone that's used Salesforce as a CRM knows how challenging it can be to generate accurate reports that allow you to effectively manage your Sales team and opportunity pipeline. Azurepath is unlike any other CRM I've ever used as it truly provides me with meaningful reports that allow me to accurately forecast and create projections 3-4 quarters out.I've been using the software for several months now and honestly can't think of anything that I don't like about this product. Their staff was extremely responsive to any and all questions I had at initial launch, and I've even received an unsolicited check-in from the Azurepath team to make sure that I was getting the expected value from the application.Do your research and only seriously consider companies that offer a 30 or 60-day trail. As a Sales Executive, I live and die by the accuracy and insight that I'm able to pull from my CRM. Azurepath certainly meets both of these needs and I would strongly recommend this application to anyone looking to have a better understanding of their pipeline and customers."
Lattice,www.lattice-engines.com,John B.,"Thursday, September 19, 2013","This website is a great option for any business looking to expand and increase their marketing potential. Lattice's services are clear and concise, giving any user the option and ability to maintain a productive, satisfying business relationship. "
Orderbot Software,www.orderbot.com,Carlos Veas,"Thursday, August 11, 2016","The worst company I have ever work.  When called to go over the software features i was offered things that were never able to implement.  Money was never returned, and my monthly fee were coming in from day one.  Please be careful do not buy this product "
Orderbot Software,www.orderbot.com,Donald Hellinger,"Monday, July 11, 2016","I've been in business for 40 years and there is only 1 company that I've ever dealt with that is worse than Orderbot.  They don't return phone calls, employees were terminated or left and we were never notified. The trainer didn't know the product.  Stay Away, you've been warned. I left 1 start only because I couldn't leave zero. "
Orderbot Software,www.orderbot.com,Leroy Johnson,"Wednesday, July 29, 2015","When we first found Orderbot, it seemed to good to be true. They took me through countless demos, and took a ton of time to answer all my questions and learn about our business. We relatively small business when compared to some other their other clients. From day one they treated us with a ton of respect, and were super helpful, providing advise way beyond anything we could have every imagined.While it took us longer than we initially anticipated to implement (by about two weeks). They never came back to us and charged more for the extra time, and even helped us correct some of our mistakes.We are very impressed with the team, and software has exceed out expectations. My favourite feature is Orderguides!"
Orderbot Software,www.orderbot.com,Phillip,"Monday, July 6, 2015","Much like review posted from Robert @ Magicforest, we too were sold on the jazzy features of Orderbot.  Having tested 6-8 various order management systems we chose to go with Orderbot based on their stated features and ability to go-live quickly.  Having been customers of Netsuite and done full implementations of much more advanced systems, Orderbot didn't appear to be complicated.   However!  What you don't know until you sign up :a) they start billing you for services monthly even when the system isn't working or configured.b) they tell you that you can do a self service implementation but nowhere in the system does the client have access to enter information to set their systems up.   You rely on sending information to Orderbot and some random person to call you or do a task that should be simple and available for the user / client to do.  c) they miss scheduled calls and deadlines.  Repeatedly.d) conference calls, when they DO happen are more like troubleshooting their beta software than actually getting any training or knowledge.   Every single call was nothing but pointing out errors, system problems or functions that didn't perform correctly .. very basic functions like calculating shipping.   e) there is no documentation.  When I say that... I mean none.   So your'e stuck relying again on someone to answer questions.   f)  even if you are incredibly technically savvy, you will have nothing but running into walls with settings you cannot alter, data you cannot import, etc etc.Bottom line - we wasted MONTHS and THOUSANDS of dollars on a system that never functioned.  NEVER.  It never went live, never was setup completely, etc.   So finally we had no choice but to fallback on a secondary choice, which we were able to implement in a matter of a week.Currently looking at our legal options with this  company who basically fraudulently billed our company for services that were never rendered.  In summary, this is the worst performing SaaS and company we've encountered in nearly two decades of being in business. .... and we've encountered A LOT!"
